0.000000000000000000e+00 -5.260056436652391199e+00 2.654383921655610834e+02 3.897077573211927826e-01
5.003448810558442972e+01 1.459857749828459816e+01 2.632230646372792080e+02 4.707739026969852136e-01
1.000633797584450946e+02 3.390077836602149830e+01 2.573339715062644473e+02 5.533236588122445454e-01
1.500978678640295243e+02 5.063872699489562024e+01 2.477125249075564284e+02 6.329003292408238446e-01
2.000588526423067606e+02 6.308938266552939922e+01 2.349717879275716825e+02 7.042352364252179031e-01
2.500933407478912045e+02 7.048354944090840490e+01 2.202428369649101398e+02 7.627232669155313838e-01
3.000543255260894284e+02 7.307759508867883369e+01 2.050138463468134660e+02 8.048257388126068834e-01
3.500153103036825541e+02 7.195825780233431601e+01 1.906186430768046591e+02 8.294868177458842862e-01
4.000497984099519613e+02 6.849269173117798459e+01 1.780384698977598248e+02 8.379952359777176341e-01
4.500786900621294535e+02 6.395840016594544153e+01 1.678369935833813713e+02 8.337034546042084715e-01
5.001131781683988606e+02 5.933050985045456116e+01 1.601212684544831006e+02 8.212980910820978364e-01
5.500741629459919295e+02 5.525349662792724104e+01 1.546831331635374056e+02 8.057029197380825014e-01
6.000351477241902103e+02 5.206533073583113236e+01 1.511016365107301738e+02 7.910168790034237674e-01
6.500696358297745974e+02 4.988639506237734622e+01 1.488981299851405140e+02 7.799896862760433702e-01
7.000306206080518905e+02 4.869300386520555435e+01 1.476333511788304804e+02 7.739802382521746571e-01
7.500651087136362776e+02 4.836550522349980241e+01 1.469546048165412344e+02 7.731683909356328321e-01
8.000940003664969709e+02 4.877029938868386694e+01 1.466431926583842085e+02 7.771532882146839905e-01
8.500549851447742640e+02 4.980972264595177279e+01 1.465997172019383470e+02 7.854539446231594280e-01
9.000894732502798661e+02 5.147108074089030083e+01 1.468066652832659713e+02 7.980193808757276575e-01
9.500504580285571592e+02 5.381931606180330618e+01 1.472649087872730718e+02 8.153479031765209495e-01
1.000084946134141546e+03 5.698346292259550694e+01 1.479295879085439935e+02 8.385858928110905275e-01
1.050045930912418726e+03 6.106225207706116720e+01 1.486546578389954618e+02 8.690352842750929119e-01
1.100006915690695905e+03 6.607046460610324345e+01 1.491780034355413136e+02 9.079788773998689333e-01
1.150109211047159306e+03 7.185707817124411179e+01 1.491280413290388651e+02 9.563280758984876728e-01
