3.401538669119406109e+02 -7.547462144707176890e+01 1.492132896642710307e+02 3.782875321593047033e+02
1.188620161809031259e+02 -9.000000000000000000e+01 8.139444660671269958e+02 5.024959940293737191e+02
3.401538669119406109e+02 -9.000000000000000000e+01 1.356162026610569228e+03 4.638600493828823801e+02
1.214387331112778980e+02 -4.929108645536243216e+01 2.229793496446530298e+03 5.201135306635704865e+02
2.894288541268664403e+02 -7.543551134450451912e+01 3.291111070935936823e+03 2.410543396389178668e+02
4.097180863357906588e+01 -9.000000000000000000e+01 4.644597390742584139e+03 5.642828937181433275e+02
3.306074818955796673e+02 -3.041314603032244790e+01 5.938577636920039367e+03 4.683361361881395055e+02
1.400399893255233508e+02 9.000000000000000000e+01 6.979532084953387312e+03 1.375232383326412844e+02
3.386496444652731839e+02 -4.369883429356077187e+01 7.796101773598121326e+03 2.849476187924938131e+02
2.288902912107984662e+02 7.820017505792058898e+01 8.551176340176654776e+03 3.348617778509278082e+02
3.050338769432366348e+02 -1.337236232425598814e+01 9.168945710487874749e+03 2.822266945579072512e+02
4.565425946252962319e+01 3.975816483686053715e+01 9.900105687103505261e+03 4.924303993849874814e+02
1.738424895708604367e+02 3.739990865407352771e+01 1.143137863346346785e+04 5.364033161129922291e+02
3.309477989519916719e+02 -3.211843257594566836e+01 1.224050391989786658e+04 5.546168623984447095e+02
3.401538669119406109e+02 -6.851691278980462130e+01 1.313407680081530452e+04 3.191582524277583843e+02
2.748508760352136164e+02 -9.000000000000000000e+01 1.415663658975394719e+04 2.878053713687888830e+02
3.356043878598858896e+02 -3.906086144546412697e+01 1.496661709791727662e+04 2.483274102602618143e+02
2.161920332667029356e+02 9.000000000000000000e+01 1.538782144004277143e+04 4.976191769908702440e+02
3.393368974011200407e+02 -8.170942519229178913e+01 1.638521605378212189e+04 3.276022887898804470e+02
2.492985284723184520e+02 -3.188219687311588757e+01 1.749403815411818141e+04 2.874665863929846523e+02
2.709185308285516385e+02 -1.135670140488351132e+00 1.931719929513465831e+04 5.091993779645477503e+02
3.282557834100371110e+02 -8.482732115918247473e+01 2.022442224764181810e+04 3.544763521347147730e+02
1.235948309211065350e+02 -7.953267013603782232e+01 2.100737671134825723e+04 5.387743179581880213e+02
1.640588618937150613e+02 -2.729076314185180152e+01 2.196078525896629071e+04 6.010819631346344067e+02
3.401538669119406109e+02 -5.778768407264389140e+01 2.308432940457203586e+04 3.088447071992835049e+02
3.401538669119406109e+02 -8.689956943933194111e+01 2.358455672301826780e+04 3.197813892183433495e+02
2.916889889382861156e+02 -9.000000000000000000e+01 2.444282626324161538e+04 5.341226117047986008e+02
2.690455971415421459e+02 -9.000000000000000000e+01 2.590588714797368448e+04 4.061975450503024945e+02
5.525432349530101561e+01 7.998238508408414305e+01 2.676387875575186263e+04 5.145687994518839332e+02
1.797507321338208328e+02 -8.686815944521023880e+01 2.753001671932314639e+04 3.504697809961083976e+02
2.296593031958726954e+02 -4.234666946642656171e+01 2.852104874756295249e+04 4.584265957139301690e+02
2.179668378497351569e+02 -3.697480183756611893e+01 2.993578603685850248e+04 3.443966997792497295e+02
3.401538669119406109e+02 2.087823267750590617e+01 3.163578225275981094e+04 6.649150565334425664e+02
3.401538669119406109e+02 -5.567608189840633059e+01 3.284853947793869884e+04 1.374389329459702083e+02
3.401198549264479425e+02 -9.000000000000000000e+01 3.396375107095236308e+04 6.570380376029851277e+02
2.912163353246916131e+02 -9.000000000000000000e+01 3.477935841900007654e+04 6.632162150925197466e+02
3.401198549264479425e+02 -1.227368527259798903e+01 3.566505268001188961e+04 4.883021388865233234e+02
3.401198549264479425e+02 -8.830156227893606058e+01 3.649267631401710969e+04 4.784354831141685622e+02
3.401538669119406109e+02 -8.731502633326358875e+01 3.759012187196702143e+04 1.687865849226049590e+02
1.575229385371023056e+02 -7.635146670110194123e+01 3.909334303769613325e+04 3.436339287267503551e+02
3.398150173764170745e+02 -8.687819798289706341e+01 4.011946947986459418e+04 2.162250098960120681e+02
3.401198549264479425e+02 -9.000000000000000000e+01 4.086625658667566313e+04 3.232106032575094332e+02
3.391695423601311177e+01 3.909790689839596212e+01 4.169799770110272220e+04 5.633224512861976336e+02
7.407477338210004802e+01 -3.234804798912834656e+01 4.226017451451723173e+04 4.478234766197036834e+02
1.627758583905451246e+02 9.000000000000000000e+01 4.294770127882871020e+04 4.345226163477238401e+02
2.427502945373724685e+02 -9.000000000000000000e+01 4.428455090619553812e+04 3.010977193614932048e+02
1.325299073516373198e+02 1.535565942806972295e+01 4.521610319526503736e+04 4.270408470579030222e+02
6.646766927041275608e+01 -9.000000000000000000e+01 4.627756986542535014e+04 4.436625122900806559e+02
7.670523841199860726e+01 -9.000000000000000000e+01 4.710806074445989361e+04 4.387340482801672010e+02
1.946481794909462337e+02 -4.518998262077223416e+01 4.771924308174558246e+04 3.706486794601564156e+02
1.878582371121723895e+02 1.072597649842866296e+01 4.850938792887152522e+04 3.997275980038529042e+02
