# prismas a (A) i_m (graus) x0 (m) z0 (m)
0.000000000000000000e+00 3.398478814448513958e+02 -7.546878747875790339e+01 1.492132896642710307e+02 2.779472435473521159e+02
0.000000000000000000e+00 3.400858463418137489e+02 -7.544448286392459124e+01 1.492132896642710307e+02 2.782118859999858387e+02
0.000000000000000000e+00 3.400518411576979929e+02 -7.238886866417391275e+01 1.492132896642710307e+02 2.781740685931265489e+02
0.000000000000000000e+00 3.400178393737606370e+02 -7.543837562656023010e+01 1.492132896642710307e+02 2.781362549676297817e+02
0.000000000000000000e+00 3.399838409896616440e+02 -7.325630822468241377e+01 1.492132896642710307e+02 2.780984451231174717e+02
0.000000000000000000e+00 3.401538669119406109e+02 -7.547462144707176890e+01 1.492132896642710307e+02 2.782875321593047033e+02
0.000000000000000000e+00 3.399498460050611470e+02 -7.234162707608344078e+01 1.492132896642710307e+02 2.780606390592115531e+02
0.000000000000000000e+00 3.399158544196191656e+02 -7.385521637390594663e+01 1.492132896642710307e+02 2.780228367755340173e+02
0.000000000000000000e+00 3.398818662329958897e+02 -7.244448275677623883e+01 1.492132896642710307e+02 2.779850382717068555e+02
0.000000000000000000e+00 3.401198549264479425e+02 -7.548958236571580471e+01 1.492132896642710307e+02 2.782497071885858304e+02
1.000000000000000000e+00 1.188026029979557592e+02 -9.000000000000000000e+01 8.135376158972809435e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.188620161809031259e+02 -9.000000000000000000e+01 8.139444660671269958e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.188263647065813728e+02 -9.000000000000000000e+01 8.137003315558365557e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.187550938346412437e+02 -9.000000000000000000e+01 8.132122821884156565e+02 4.024525139336492998e+02
1.000000000000000000e+00 1.188382473430520321e+02 -9.000000000000000000e+01 8.137817015889921777e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.188144832582555495e+02 -9.000000000000000000e+01 8.136189696588706965e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.188501311677863441e+02 -9.000000000000000000e+01 8.138630797591511055e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.187669693440247016e+02 -9.000000000000000000e+01 8.132936034166344825e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.187788460409591096e+02 -9.000000000000000000e+01 8.133749327769761521e+02 4.024959940293737191e+02
1.000000000000000000e+00 1.187907239255631993e+02 -9.000000000000000000e+01 8.134562702702538672e+02 4.024959940293737191e+02
2.000000000000000000e+00 3.401198549264479425e+02 -9.000000000000000000e+01 1.356162026610569228e+03 3.638136680160807828e+02
2.000000000000000000e+00 3.401538669119406109e+02 -9.000000000000000000e+01 1.356162026610569228e+03 3.638600493828823801e+02
2.000000000000000000e+00 3.399838409896616440e+02 -9.000000000000000000e+01 1.356162026610569228e+03 3.636281889209665223e+02
